Region,Constituency_Name,Candidate,Gender,Party,Party_Abbreviation,Party_Abbreviation_v2,Seat,Result,Count_1,Count_2,Count_3,Count_4,Count_5,Count_6,Count_7,Count_8,Count_9,Count_10,Count_11,Count_12,Count_13,Count_14,Count_15,Count_16,Total_Votes
Connacht,Galway West,Ruairí O'Neill,M,Direct Democracy,Others,D.D.I.,0,Excluded,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Galway West,Séamus Sheridan,M,Green Party,G.P.,G.P.,0,Excluded,1588,1617,1667,1755,1779,1813,0,0,0,0,0,0,0,0,0,0,0
Connacht,Galway West,Seán Kyne,M,Fine Gael,F.G.,F.G.,1,Elected,6136,6148,6232,6245,6292,6355,6444,6506,6587,7201,7209,7656,8171,10590,0,0,10590
Connacht,Galway West,Tommy Holohan,M,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,1017,1047,1071,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Galway West,Tommy Roddy,M,Non-Party,Others,NON-P.,0,Excluded,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Galway West,Trevor Ó Clochartaigh,M,Sinn Féin,S.F.,S.F.,0,Excluded,5755,5788,5815,6017,6108,6162,6261,6661,6721,6833,6846,7468,7911,8077,0,0,0
Munster,Kerry,Arthur J. Spring,M,The Labour Party,LAB.,LAB.,0,Excluded,4813,5011,5036,5067,5093,5281,5356,5601,5877,6139,0,0,0,0,0,0,0
Munster,Kerry,Brendan Griffin,M,Fine Gael,F.G.,F.G.,1,Elected,9674,10381,10520,10608,10661,10872,10999,11223,11396,12545,14050,0,0,0,0,0,14050
Munster,Kerry,Brian Finucane,M,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,981,1046,1058,1129,1161,1169,1261,1429,0,0,0,0,0,0,0,0,0
Munster,Kerry,Danny Healy-Rae,M,Non-Party,Others,NON-P.,1,Elected,9991,13826,13213,13213,13213,13213,13213,13213,13213,13213,13213,0,0,0,0,0,13213
Munster,Kerry,Donal Corcoran,M,Renua Ireland,Others,R.I.,0,Excluded,716,769,780,801,886,900,0,0,0,0,0,0,0,0,0,0,0
Munster,Kerry,Grace O'Donnell,F,Fine Gael,F.G.,F.G.,0,Excluded,776,817,827,836,854,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Kerry,Henry Gaynor,M,Non-Party,Others,NON-P.,0,Excluded,147,155,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Kerry,Jimmy Deenihan,M,Fine Gael,F.G.,F.G.,0,Excluded,6489,6827,6872,6901,6944,7168,7257,7326,7630,7849,9779,0,0,0,0,0,0
Munster,Kerry,John Brassil,M,Fianna Fáil,F.F.,F.F.,1,Elected,8156,8642,8719,8764,8957,9005,9137,9242,9495,11955,12792,0,0,0,0,0,12792
Munster,Kerry,Kevin Murphy,M,Non-Party,Others,NON-P.,0,Excluded,464,491,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Kerry,Martin Ferris,M,Sinn Féin,S.F.,S.F.,1,Elected,9458,10098,10214,10321,10364,10418,10490,10583,11722,12184,12964,0,0,0,0,0,12964
Munster,Kerry,Mary Elizabeth Fitzgibbon,F,Non-Party,Others,NON-P.,0,Excluded,635,690,707,752,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Kerry,Michael Fitzgerald,M,Green Party,G.P.,G.P.,0,Excluded,1011,1050,1059,1085,1123,1135,1222,0,0,0,0,0,0,0,0,0,0
Munster,Kerry,Michael Healy-Rae,M,Non-Party,Others,NON-P.,1,Elected,20378,13213,13213,13213,13213,13213,13213,13213,13213,13213,13213,0,0,0,0,0,13213
Munster,Kerry,Michael Pixie O'Gorman,M,Non-Party,Others,NON-P.,0,Excluded,1236,1364,1380,1487,1529,1536,1589,1674,0,0,0,0,0,0,0,0,0
Munster,Kerry,Norma Moriarty,F,Fianna Fáil,F.F.,F.F.,0,Excluded,4348,4893,5012,5032,5081,5114,5172,5252,5392,0,0,0,0,0,0,0,0
Leinster,Kildare North,Anthony Lawlor,M,Fine Gael,F.G.,F.G.,0,Excluded,5406,5490,5544,5572,5714,5767,6046,6213,7402,0,0,0,0,0,0,0,0
Leinster,Kildare North,Ashling Merriman,F,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,781,873,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Kildare North,Bernard Durkan,M,Fine Gael,F.G.,F.G.,1,Elected,6147,6268,6302,6322,6472,6534,6740,6974,8890,0,0,0,0,0,0,0,8890
Leinster,Kildare North,Brendan Young,M,Non-Party,Others,NON-P.,0,Excluded,1200,1323,1467,1737,1858,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Kildare North,Catherine Murphy,F,Social Democrats,Others,S.D.,1,Elected,11108,9788,9788,9788,9788,9788,9788,9788,9788,0,0,0,0,0,0,0,9788
Leinster,Kildare North,Elizabeth O'Sullivan,F,Non-Party,Others,NON-P.,0,Excluded,99,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Kildare North,Emmet Stagg,M,The Labour Party,LAB.,LAB.,0,Excluded,4087,4288,4349,4408,4488,4632,5181,5775,0,0,0,0,0,0,0,0,0
Leinster,Kildare North,Frank O'Rourke,M,Fianna Fáil,F.F.,F.F.,1,Elected,6341,6486,6528,6562,6711,6879,7138,7684,8479,0,0,0,0,0,0,0,8479
Leinster,Kildare North,Ger Dunne,M,Non-Party,Others,NON-P.,0,Excluded,249,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Kildare North,James Lawless,M,Fianna Fáil,F.F.,F.F.,1,Elected,7461,7592,7696,7737,7919,8003,8256,8850,9444,0,0,0,0,0,0,0,9444
Leinster,Kildare North,Maebh Ní Fhallúin,F,Green Party,G.P.,G.P.,0,Excluded,1485,1649,1715,1804,2020,2419,0,0,0,0,0,0,0,0,0,0,0
Leinster,Kildare North,Michael Beirne,M,Non-Party,Others,NON-P.,0,Excluded,372,389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Kildare North,Réada Cronin,F,Sinn Féin,S.F.,S.F.,0,Excluded,3205,3323,3390,3621,3708,4146,4497,0,0,0,0,0,0,0,0,0,0
Leinster,Kildare North,Shane Fitzgerald,M,Renua Ireland,Others,R.I.,0,Excluded,994,1086,1154,1236,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Kildare South,Declan Crowe,M,Non-Party,Others,NON-P.,0,Excluded,2143,2609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Kildare South,Fiona McLoughlin Healy,F,Fine Gael,F.G.,F.G.,0,Excluded,3250,3416,3554,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Kildare South,Fiona O'Loughlin,F,Fianna Fáil,F.F.,F.F.,1,Elected,6906,7073,7373,7905,8149,8974,0,0,0,0,0,0,0,0,0,0,8974
Leinster,Kildare South,Mark Wall,M,The Labour Party,LAB.,LAB.,0,Excluded,4277,4504,4764,5154,5806,6864,0,0,0,0,0,0,0,0,0,0,0
Leinster,Kildare South,Martin Heydon,M,Fine Gael,F.G.,F.G.,1,Elected,7851,8048,8297,10321,9197,9197,0,0,0,0,0,0,0,0,0,0,9197
Leinster,Kildare South,Mary Kennedy,F,Renua Ireland,Others,R.I.,0,Excluded,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Kildare South,Patricia Ryan,F,Sinn Féin,S.F.,S.F.,0,Excluded,4267,4459,5294,5434,5485,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Kildare South,Seán Ó Fearghaíl,M,Fianna Fáil,F.F.,F.F.,1,Elected,6469,6583,6891,7166,7343,8220,0,0,0,0,0,0,0,0,0,0,8220
Leinster,Kildare South,Suzanne McEneaney,F,Green Party,G.P.,G.P.,0,Excluded,836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Laois,Brian Stanley,M,Sinn Féin,S.F.,S.F.,1,Elected,8242,9562,10092,0,0,0,0,0,0,0,0,0,0,0,0,0,10092
Leinster,Laois,Charlie Flanagan,M,Fine Gael,F.G.,F.G.,1,Elected,8370,9298,9525,0,0,0,0,0,0,0,0,0,0,0,0,0,9525
Leinster,Laois,John Whelan,M,The Labour Party,LAB.,LAB.,0,Excluded,2856,3394,3896,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Laois,Seán Fleming,M,Fianna Fáil,F.F.,F.F.,1,Elected,13626,9718,9718,0,0,0,0,0,0,0,0,0,0,0,0,0,9718
Leinster,Laois,Sinead Moore,F,Green Party,G.P.,G.P.,0,Excluded,1541,2161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Laois,Thomasina Connell,F,Fine Gael,F.G.,F.G.,0,Excluded,4233,4735,5140,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Limerick City,Cian Prendiville,M,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,4584,5244,5496,6724,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Limerick City,Denis Riordan,M,Non-Party,Others,NON-P.,0,Excluded,78,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Limerick City,Des Hayes,M,Non-Party,Others,NON-P.,0,Excluded,254,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Limerick City,James Gaffney,M,Green Party,G.P.,G.P.,0,Excluded,964,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Limerick City,Jan O'Sullivan,F,The Labour Party,LAB.,LAB.,1,Elected,5227,5838,6166,7001,7722,8187,0,0,0,0,0,0,0,0,0,0,8187
Munster,Limerick City,Kieran O'Donnell,M,Fine Gael,F.G.,F.G.,0,Excluded,6047,6545,6830,7177,7512,7849,0,0,0,0,0,0,0,0,0,0,0
Munster,Limerick City,Maurice Quinlivan,M,Sinn Féin,S.F.,S.F.,1,Elected,5894,6527,6651,7025,10517,9353,0,0,0,0,0,0,0,0,0,0,9353
Munster,Limerick City,Michael Noonan,M,Fine Gael,F.G.,F.G.,1,Elected,7294,7909,8221,8591,9018,9311,0,0,0,0,0,0,0,0,0,0,9311
Munster,Limerick City,Nora Bennis,F,Catholic Democrats,Others,C.D.,0,Excluded,673,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Limerick City,Sarah Jane Hennelly,F,Social Democrats,Others,S.D.,0,Excluded,2747,3039,3620,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Limerick City,Willie O'Dea,M,Fianna Fáil,F.F.,F.F.,1,Elected,12999,9353,9353,9353,9353,9353,0,0,0,0,0,0,0,0,0,0,9353
Munster,Limerick County,Alexander Storey-Cosgrave,M,Green Party,G.P.,G.P.,0,Excluded,311,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Limerick County,Emmett O'Brien,M,Non-Party,Others,NON-P.,0,Excluded,5432,5737,5879,6676,7569,9481,0,0,0,0,0,0,0,0,0,0,0
Munster,Limerick County,James Heffernan,M,Social Democrats,Others,S.D.,0,Excluded,3270,3463,3698,4319,5662,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Limerick County,John O'Gorman,M,Non-Party,Others,NON-P.,0,Excluded,207,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Limerick County,Mark Keogh,M,Direct Democracy,Others,D.D.I.,0,Excluded,222,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Limerick County,Niall Collins,M,Fianna Fáil,F.F.,F.F.,1,Elected,12276,11104,11104,11104,11104,11104,0,0,0,0,0,0,0,0,0,0,11104
Munster,Limerick County,Patrick O'Donovan,M,Fine Gael,F.G.,F.G.,1,Elected,8479,8637,8712,9183,9498,10291,0,0,0,0,0,0,0,0,0,0,10291
Munster,Limerick County,Richard O'Donoghue,M,Non-Party,Others,NON-P.,0,Excluded,2855,3021,3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Limerick County,Seamus Browne,M,Sinn Féin,S.F.,S.F.,0,Excluded,3347,3465,3550,3783,0,0,0,0,0,0,0,0,0,0,0,0,0
Munster,Limerick County,Tom Neville,M,Fine Gael,F.G.,F.G.,1,Elected,8013,8214,8291,8874,9217,10369,0,0,0,0,0,0,0,0,0,0,10369
Leinster,Longford Westmeath,Barbara Smyth,F,Non-Party,Others,NON-P.,0,Excluded,296,299,308,312,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Longford Westmeath,Brian Fagan,M,Non-Party,Others,NON-P.,0,Excluded,897,920,934,951,964,1022,1052,0,0,0,0,0,0,0,0,0,0
Leinster,Longford Westmeath,Connie Gerety-Quinn,F,Fianna Fáil,F.F.,F.F.,0,Excluded,3943,4164,4168,4177,4187,4196,4267,4298,4371,4704,4765,5918,0,0,0,0,0
Leinster,Longford Westmeath,Dominic Parker,M,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,506,510,532,549,591,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Longford Westmeath,Donal Jackson,M,Non-Party,Others,NON-P.,0,Excluded,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Longford Westmeath,Gabrielle McFadden,F,Fine Gael,F.G.,F.G.,0,Excluded,2836,2844,2848,2858,2869,2874,2907,2917,2993,3027,0,0,0,0,0,0,0
Leinster,Longford Westmeath,James Bannon,M,Fine Gael,F.G.,F.G.,0,Excluded,4639,4649,4653,4655,4659,4662,4693,4701,4765,4974,5425,5944,7071,7081,0,0,0
Leinster,Longford Westmeath,James Miller,M,Non-Party,Others,NON-P.,0,Excluded,208,211,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Longford Westmeath,James Morgan,M,Non-Party,Others,NON-P.,0,Excluded,3329,3344,3356,3367,3423,3443,3492,3531,3657,4316,4340,0,0,0,0,0,0
Leinster,Longford Westmeath,Kevin 'Boxer' Moran,M,Non-Party,Others,NON-P.,1,Elected,7586,7660,7674,7716,7735,7840,7962,8136,8343,8488,9246,10109,11122,11050,11050,0,11050
Leinster,Longford Westmeath,Mae Sexton,F,Non-Party,Others,NON-P.,0,Excluded,1646,1654,1657,1662,1729,1755,1781,1822,1895,0,0,0,0,0,0,0,0
Leinster,Longford Westmeath,Manchán Magan,M,Green Party,G.P.,G.P.,0,Excluded,1102,1109,1120,1132,1155,1233,1259,1393,0,0,0,0,0,0,0,0,0
Leinster,Longford Westmeath,Noel McKervey,M,Catholic Democrats,Others,C.D.,0,Excluded,654,658,664,672,676,686,0,0,0,0,0,0,0,0,0,0,0
Leinster,Longford Westmeath,Paul Hogan,M,Sinn Féin,S.F.,S.F.,0,Excluded,5270,5306,5340,5369,5401,5601,5627,5778,5903,6032,6103,6636,7366,7386,7824,0,0
Leinster,Longford Westmeath,Peter Burke,M,Fine Gael,F.G.,F.G.,1,Elected,5681,5749,5755,5772,5777,5785,5898,6072,6244,6289,7451,7633,7880,7890,11385,0,11385
Leinster,Longford Westmeath,Robert Troy,M,Fianna Fáil,F.F.,F.F.,1,Elected,11653,11050,11050,11050,11050,11050,11050,11050,11050,11050,11050,11050,11050,11050,11050,0,11050
Leinster,Longford Westmeath,Stephanie Healy,F,Direct Democracy,Others,D.D.I.,0,Excluded,132,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Longford Westmeath,Willie Penrose,M,The Labour Party,LAB.,LAB.,1,Elected,4817,4936,4943,4975,4981,5010,5034,5180,5498,5637,6036,6355,7055,7087,8505,0,8505
Leinster,Louth,Anthony Connor,M,Direct Democracy,Others,D.D.I.,0,Excluded,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Louth,David Bradley,M,Non-Party,Others,NON-P.,0,Excluded,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Louth,Declan Breathnach,M,Fianna Fáil,F.F.,F.F.,1,Elected,9099,9146,9220,9609,9931,12192,11255,11255,11255,11255,11255,0,0,0,0,0,11255
Leinster,Louth,Emma Coffey,F,Fianna Fáil,F.F.,F.F.,0,Excluded,3422,3442,3496,3622,3819,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Louth,Fergus O'Dowd,M,Fine Gael,F.G.,F.G.,1,Elected,6814,6838,6943,7271,7418,7586,7680,8115,8827,9124,9256,0,0,0,0,0,9256
Leinster,Louth,Garrett Weldon,M,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,3462,3644,3690,3816,4468,4586,4675,5588,6290,0,0,0,0,0,0,0,0
Leinster,Louth,Ged Nash,M,The Labour Party,LAB.,LAB.,0,Excluded,4945,4976,5293,5472,5593,5760,5895,6715,7888,8454,8746,0,0,0,0,0,0
Leinster,Louth,Gerry Adams,M,Sinn Féin,S.F.,S.F.,1,Elected,10661,10774,10826,10908,11096,11278,11278,11278,11278,11278,11278,0,0,0,0,0,11278
Leinster,Louth,Imelda Munster,F,Sinn Féin,S.F.,S.F.,1,Elected,8829,9061,9103,9224,9356,9563,9712,9995,10992,13029,11255,0,0,0,0,0,11255
Leinster,Louth,Kevin Callan,M,Non-Party,Others,NON-P.,0,Excluded,3541,3683,3701,4030,4388,4592,4779,5224,0,0,0,0,0,0,0,0,0
Leinster,Louth,Maeve Yore,F,Non-Party,Others,NON-P.,0,Excluded,2746,2814,2953,3138,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Louth,Mark Dearey,M,Green Party,G.P.,G.P.,0,Excluded,3187,3225,3363,3530,4099,4327,4517,0,0,0,0,0,0,0,0,0,0
Leinster,Louth,Mary Moran,F,The Labour Party,LAB.,LAB.,0,Excluded,1198,1211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Louth,Michael O'Dowd,M,Renua Ireland,Others,R.I.,0,Excluded,2095,2219,2242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Louth,Patrick Greene,M,Direct Democracy,Others,D.D.I.,0,Excluded,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Louth,Peter Fitzpatrick,M,Fine Gael,F.G.,F.G.,0,Excluded,6408,6417,6591,6693,6969,7113,7206,7977,8231,8931,9132,0,0,0,0,0,0
Connacht,Mayo,Dara Calleary,M,Fianna Fáil,F.F.,F.F.,1,Elected,9402,9417,9419,9432,9441,9450,9495,9933,10425,12150,0,0,0,0,0,0,12150
Connacht,Mayo,Enda Kenny,M,Fine Gael,F.G.,F.G.,1,Elected,13318,12730,12730,12730,12730,12730,12730,12730,12730,12730,0,0,0,0,0,0,12730
Connacht,Mayo,George O'Malley,M,Non-Party,Others,NON-P.,0,Excluded,262,263,263,276,284,301,0,0,0,0,0,0,0,0,0,0,0
Connacht,Mayo,Gerry O'Boyle,M,Non-Party,Others,NON-P.,0,Excluded,126,127,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Mayo,Jerry Cowley,M,Non-Party,Others,NON-P.,0,Excluded,3479,3495,3504,3513,3523,3553,3668,4375,0,0,0,0,0,0,0,0,0
Connacht,Mayo,Lisa Chambers,F,Fianna Fáil,F.F.,F.F.,1,Elected,8231,8265,8266,8280,8296,8307,8354,8718,9503,11686,0,0,0,0,0,0,11686
Connacht,Mayo,Margaret (Mags) Sheehan,F,Green Party,G.P.,G.P.,0,Excluded,629,631,632,636,651,665,680,0,0,0,0,0,0,0,0,0,0
Connacht,Mayo,Michael Patrick Farrington,M,Renua Ireland,Others,R.I.,0,Excluded,1574,1579,1582,1590,1600,1608,1659,0,0,0,0,0,0,0,0,0,0
Connacht,Mayo,Michael Ring,M,Fine Gael,F.G.,F.G.,1,Elected,11275,11533,11534,11545,11558,11567,11613,12034,13149,13149,0,0,0,0,0,0,13149
Connacht,Mayo,Michelle Mulherin,F,Fine Gael,F.G.,F.G.,0,Excluded,7841,8084,8088,8094,8123,8131,8182,8496,8900,9593,0,0,0,0,0,0,0
Connacht,Mayo,Mohammad Kamal Uddin,M,Non-Party,Others,NON-P.,0,Excluded,144,146,149,150,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Mayo,Peter Jordan,M,Non-Party,Others,NON-P.,0,Excluded,176,176,181,189,192,197,0,0,0,0,0,0,0,0,0,0,0
Connacht,Mayo,Rose Conway-Walsh,F,Sinn Féin,S.F.,S.F.,0,Excluded,6414,6423,6423,6445,6453,6485,6548,7022,7853,0,0,0,0,0,0,0,0
Connacht,Mayo,Sean Forkin,M,Non-Party,Others,NON-P.,0,Excluded,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Mayo,Stephen Manning,M,Non-Party,Others,NON-P.,0,Excluded,157,158,159,166,174,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Mayo,Tom Moran,M,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,576,577,582,587,597,626,664,0,0,0,0,0,0,0,0,0,0
Leinster,Meath East,Aisling O'Neill,F,Social Democrats,Others,S.D.,0,Excluded,1715,1740,1801,1885,2148,2300,2463,0,0,0,0,0,0,0,0,0,0
Leinster,Meath East,Ben Gilroy,M,Direct Democracy,Others,D.D.I.,0,Excluded,794,809,841,876,899,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Meath East,Darren O'Rourke,M,Sinn Féin,S.F.,S.F.,0,Excluded,5780,5860,5970,6017,6096,6341,6637,7236,8556,0,0,0,0,0,0,0,0
Leinster,Meath East,Dominic Hannigan,M,The Labour Party,LAB.,LAB.,0,Excluded,2270,2307,2325,2350,2494,2525,2680,3084,0,0,0,0,0,0,0,0,0
Leinster,Meath East,Helen McEntee,F,Fine Gael,F.G.,F.G.,1,Elected,7556,7656,7671,7749,7841,7887,8237,8435,9958,0,0,0,0,0,0,0,9958
Leinster,Meath East,Joseph Bonner,M,Non-Party,Others,NON-P.,0,Excluded,2482,2527,2545,2600,2665,2857,3215,3825,0,0,0,0,0,0,0,0,0
Leinster,Meath East,Regina Doherty,F,Fine Gael,F.G.,F.G.,1,Elected,6830,6889,6899,6979,7064,7109,7247,7477,9612,0,0,0,0,0,0,0,9612
Leinster,Meath East,Sarah Tyrrell,F,Renua Ireland,Others,R.I.,0,Excluded,523,554,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Meath East,Seamus McDonagh,M,Workers Party,Others,W.P.,0,Excluded,326,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Meath East,Seán Ó Buachalla,M,Green Party,G.P.,G.P.,0,Excluded,766,784,801,853,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Meath East,Sharon Keogan,F,Non-Party,Others,NON-P.,0,Excluded,1528,1579,1600,1663,1709,1805,0,0,0,0,0,0,0,0,0,0,0
Leinster,Meath East,Thomas Byrne,M,Fianna Fáil,F.F.,F.F.,1,Elected,10818,10348,10348,10348,10348,10348,10348,10348,10348,0,0,0,0,0,0,0,10348
Leinster,Meath West,Alan Lawes,M,Direct Democracy,Others,D.D.I.,0,Excluded,1279,1310,1380,1440,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Meath West,Damien English,M,Fine Gael,F.G.,F.G.,1,Elected,8123,8333,8376,8785,8880,10371,0,0,0,0,0,0,0,0,0,0,10371
Leinster,Meath West,John Malone,M,Non-Party,Others,NON-P.,0,Excluded,439,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Meath West,Peadar Tóibín,M,Sinn Féin,S.F.,S.F.,1,Elected,9442,9713,9713,9713,9713,9713,0,0,0,0,0,0,0,0,0,0,9713
Leinster,Meath West,Ray Butler,M,Fine Gael,F.G.,F.G.,0,Excluded,4432,4519,4552,4853,4904,5841,0,0,0,0,0,0,0,0,0,0,0
Leinster,Meath West,Séamus McMenamin,M,Green Party,G.P.,G.P.,0,Excluded,1421,1519,1587,1807,2178,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Meath West,Shane Cassells,M,Fianna Fáil,F.F.,F.F.,1,Elected,10585,9652,9652,9652,9652,9652,0,0,0,0,0,0,0,0,0,0,9652
Leinster,Meath West,Tracy McElhinney,F,The Labour Party,LAB.,LAB.,0,Excluded,1166,1229,1241,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Meath West,Trevor Golden,M,Non-Party,Others,NON-P.,0,Excluded,1718,1844,1984,2137,2616,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Offaly,Barry Cowen,M,Fianna Fáil,F.F.,F.F.,1,Elected,12366,11009,11009,11009,11009,11009,11009,0,0,0,0,0,0,0,0,0,11009
Leinster,Offaly,Carol Nolan,F,Sinn Féin,S.F.,S.F.,1,Elected,4804,4882,5459,6295,7195,8785,8890,0,0,0,0,0,0,0,0,0,8890
Leinster,Offaly,Christopher Fettes,M,Green Party,G.P.,G.P.,0,Excluded,525,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Offaly,Eddie Fitzpatrick,M,Fianna Fáil,F.F.,F.F.,0,Excluded,3394,4297,4578,6147,7141,8521,8720,0,0,0,0,0,0,0,0,0,0
Leinster,Offaly,Joe Hannigan,M,Non-Party,Others,NON-P.,0,Excluded,5188,5226,5536,5816,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Offaly,John Foley,M,Non-Party,Others,NON-P.,0,Excluded,4200,4241,4536,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Offaly,John Leahy,M,Renua Ireland,Others,R.I.,0,Excluded,4596,4759,5319,5833,6588,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Offaly,Kate Bopp,F,Non-Party,Others,NON-P.,0,Excluded,549,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Offaly,Ken Smollen,M,Irish Democratic Party,Others,I.D.P.,0,Excluded,971,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Leinster,Offaly,Marcella Corcoran Kennedy,F,Fine Gael,F.G.,F.G.,1,Elected,6838,6919,7270,7798,9484,11313,11009,0,0,0,0,0,0,0,0,0,11009
Leinster,Offaly,Teresa Ryan-Feehan,F,Non-Party,Others,NON-P.,0,Excluded,603,616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Roscommon Galway,Anne Farrell,F,Renua Ireland,Others,R.I.,0,Excluded,520,577,580,616,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Roscommon Galway,Claire Kerrane,F,Sinn Féin,S.F.,S.F.,0,Excluded,3075,3196,3207,3256,3301,3591,3826,0,0,0,0,0,0,0,0,0,0
Connacht,Roscommon Galway,Denis Naughten,M,Non-Party,Others,NON-P.,1,Elected,13936,11421,11421,11421,11421,11421,11421,11421,0,0,0,0,0,0,0,0,11421
Connacht,Roscommon Galway,Eddie Conroy,M,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,982,1008,1015,1146,1172,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Roscommon Galway,Eugene Murphy,M,Fianna Fáil,F.F.,F.F.,1,Elected,6813,7157,7162,7192,7260,7368,7565,10104,0,0,0,0,0,0,0,0,10104
Connacht,Roscommon Galway,John Kelly,M,The Labour Party,LAB.,LAB.,0,Excluded,1211,1254,1258,1320,1373,1442,0,0,0,0,0,0,0,0,0,0,0
Connacht,Roscommon Galway,Maura Hopkins,F,Fine Gael,F.G.,F.G.,0,Excluded,6812,7317,7324,7428,7555,7698,8388,9313,0,0,0,0,0,0,0,0,0
Connacht,Roscommon Galway,Michael Fitzmaurice,M,Non-Party,Others,NON-P.,1,Elected,9750,10964,10996,11073,11275,11630,11630,11630,0,0,0,0,0,0,0,0,11630
Connacht,Roscommon Galway,Miriam Hennessy,F,Green Party,G.P.,G.P.,0,Excluded,286,305,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0
