Region,Constituency_Name,Candidate,Gender,Party,Party_Abbreviation,Party_Abbreviation_v2,Seat,Result,Count_1,Count_2,Count_3,Count_4,Count_5,Count_6,Count_7,Count_8,Count_9,Count_10,Count_11,Count_12,Count_13,Count_14,Count_15,Count_16,Total_Votes
Dublin,Dublin Bay South,Chris Andrews,M,Sinn Féin,S.F.,S.F.,0,Excluded,3774,3796,3957,4511,4888,5197,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Bay South,Eamon Ryan,M,Green Party,G.P.,G.P.,1,Elected,4529,4631,4929,5277,6605,7560,8788,7941,0,0,0,0,0,0,0,0,7941
Dublin,Dublin Bay South,Eoghan Murphy,M,Fine Gael,F.G.,F.G.,1,Elected,6567,6595,6661,6693,6873,7860,8023,8023,0,0,0,0,0,0,0,0,8023
Dublin,Dublin Bay South,Eoin Tierney,M,Non-Party,Others,NON-P.,0,Excluded,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Bay South,Glenna Lynch,F,Social Democrats,Others,S.D.,0,Excluded,2652,2694,2949,3527,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Bay South,Jim O'Callaghan,M,Fianna Fáil,F.F.,F.F.,1,Elected,4575,4596,4674,4744,4949,5969,6678,6921,0,0,0,0,0,0,0,0,6921
Dublin,Dublin Bay South,John Dominic Keigher,M,Non-Party,Others,NON-P.,0,Excluded,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Bay South,Kate O'Connell,F,Fine Gael,F.G.,F.G.,1,Elected,5399,5416,5483,5527,5773,6324,6446,6547,0,0,0,0,0,0,0,0,6547
Dublin,Dublin Bay South,Kevin Humphreys,M,The Labour Party,LAB.,LAB.,0,Excluded,4205,4227,4378,4480,4992,5391,5973,6221,0,0,0,0,0,0,0,0,0
Dublin,Dublin Bay South,Lucinda Creighton,F,Renua Ireland,Others,R.I.,0,Excluded,4229,4252,4385,4545,4820,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Bay South,Mannix Flynn,M,Non-Party,Others,NON-P.,0,Excluded,1525,1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Bay South,William D.j. Gorman,M,Non-Party,Others,NON-P.,0,Excluded,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Central,Christy Burke,M,Non-Party,Others,NON-P.,0,Excluded,2406,2411,2418,2440,2452,2503,2822,3066,3083,3658,0,0,0,0,0,0,0
Dublin,Dublin Central,Cieran Perry,M,Non-Party,Others,NON-P.,0,Excluded,1242,1258,1294,1309,1333,1492,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Central,Cormac McKay,M,Direct Democracy,Others,D.D.I.,0,Excluded,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Central,Diana O'Dwyer,F,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,721,749,830,845,909,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Central,Éilis Ryan,F,Workers Party,Others,W.P.,0,Excluded,303,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Central,Gary Gannon,M,Social Democrats,Others,S.D.,0,Excluded,2307,2327,2387,2411,2601,2832,3117,3514,3549,3931,4948,0,0,0,0,0,0
Dublin,Dublin Central,Ian Noel Smyth,M,Green Party,G.P.,G.P.,0,Excluded,644,651,674,696,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Central,Jacqui Gilbourne,F,Renua Ireland,Others,R.I.,0,Excluded,330,339,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Central,Joe Costello,M,The Labour Party,LAB.,LAB.,0,Excluded,2092,2102,2121,2132,2245,2281,2345,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Central,Kerry Guinan,F,Non-Party,Others,NON-P.,0,Excluded,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Central,Mary Fitzpatrick,F,Fianna Fáil,F.F.,F.F.,0,Excluded,2508,2510,2517,2601,2632,2655,2810,2978,2984,0,0,0,0,0,0,0,0
Dublin,Dublin Central,Mary Lou McDonald,F,Sinn Féin,S.F.,S.F.,1,Elected,5770,5780,5806,5825,5854,6016,6016,6016,5922,5922,5922,0,0,0,0,0,5922
Dublin,Dublin Central,Maureen O'Sullivan,F,Non-Party,Others,NON-P.,1,Elected,1990,2009,2058,2085,2181,2377,2792,3181,3214,3923,5269,0,0,0,0,0,5269
Dublin,Dublin Central,Paschal Donohoe,M,Fine Gael,F.G.,F.G.,1,Elected,3226,3228,3231,3276,3393,3405,3480,4478,4481,5127,5447,0,0,0,0,0,5447
Dublin,Dublin Central,William  D.j. Gorman,M,Non-Party,Others,NON-P.,0,Excluded,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Fingal,Alan Farrell,M,Fine Gael,F.G.,F.G.,1,Elected,7514,7563,7627,7664,7672,8082,8244,8709,8969,9965,0,0,0,0,0,0,9965
Dublin,Dublin Fingal,Barry Martin,M,Independents 4 Change,Others,I.4.C,0,Excluded,2412,2424,2694,3126,3404,3649,4298,5077,0,0,0,0,0,0,0,0,0
Dublin,Dublin Fingal,Brendan Ryan,M,The Labour Party,LAB.,LAB.,1,Elected,6009,6054,6125,6193,6210,6358,6800,7794,8424,9406,0,0,0,0,0,0,9406
Dublin,Dublin Fingal,Clare Daly,F,Independents 4 Change,Others,I.4.C,1,Elected,9480,9552,9827,10566,10065,10065,10065,10065,10065,10065,0,0,0,0,0,0,10065
Dublin,Dublin Fingal,Darragh O'Brien,M,Fianna Fáil,F.F.,F.F.,1,Elected,10826,10065,10065,10065,10065,10065,10065,10065,10065,10065,0,0,0,0,0,0,10065
Dublin,Dublin Fingal,Dr. Gerry Molloy,M,Renua Ireland,Others,R.I.,0,Excluded,2091,2139,2219,2326,2355,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Fingal,Dr. Marcus De Brun,M,Non-Party,Others,NON-P.,0,Excluded,627,633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Fingal,Fergal O'Connell,M,Non-Party,Others,NON-P.,0,Excluded,51,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Fingal,James Reilly,M,Fine Gael,F.G.,F.G.,0,Excluded,4666,4699,4735,4767,4769,4955,5259,5549,5756,6215,0,0,0,0,0,0,0
Dublin,Dublin Fingal,Joe O'Brien,M,Green Party,G.P.,G.P.,0,Excluded,2783,2802,2964,3105,3125,3430,3758,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Fingal,Lorraine Clifford-Lee,F,Fianna Fáil,F.F.,F.F.,0,Excluded,3359,3788,3871,3937,3953,4339,4705,5099,5595,0,0,0,0,0,0,0,0
Dublin,Dublin Fingal,Louise O'Reilly,F,Sinn Féin,S.F.,S.F.,1,Elected,5228,5246,5314,5621,5719,5858,6193,6465,7911,8771,0,0,0,0,0,0,8771
Dublin,Dublin Fingal,Roslyn Fuller,F,Non-Party,Others,NON-P.,0,Excluded,772,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Fingal,Terry Kelleher,M,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,2067,2076,2210,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Fingal,Tony Murphy,M,Non-Party,Others,NON-P.,0,Excluded,2503,2520,2679,2863,2896,3104,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Mid West,Anne-Marie McNally,F,Social Democrats,Others,S.D.,0,Excluded,2633,2730,2747,2766,2773,2804,2867,3048,3235,3679,4460,5320,0,0,0,0,0
Dublin,Dublin Mid West,Christopher Healy,M,Direct Democracy,Others,D.D.I.,0,Excluded,167,179,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Mid West,Clare Leonard,F,Non-Party,Others,NON-P.,0,Excluded,358,379,383,398,403,422,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Mid West,Derek Keating,M,Fine Gael,F.G.,F.G.,0,Excluded,2337,2356,2549,2559,2603,2636,2653,2696,2725,3640,4179,0,0,0,0,0,0
Dublin,Dublin Mid West,Dr. Haroon Khan,M,Non-Party,Others,NON-P.,0,Excluded,268,272,273,275,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Mid West,Eoin Ó Broin,M,Sinn Féin,S.F.,S.F.,1,Elected,9782,8621,8621,8621,8621,8621,8621,8621,8621,8621,8621,8621,0,0,0,0,8621
Dublin,Dublin Mid West,Frances Fitzgerald,F,Fine Gael,F.G.,F.G.,1,Elected,9028,9028,8621,8621,8621,8621,8621,8621,8621,8621,8621,8621,0,0,0,0,8621
Dublin,Dublin Mid West,Francis Timmons,M,Non-Party,Others,NON-P.,0,Excluded,1085,1195,1200,1210,1214,1233,1318,1422,0,0,0,0,0,0,0,0,0
Dublin,Dublin Mid West,Gino Kenny,M,Anti-Austerity Alliance,Others,AAA-PBP,1,Elected,4629,5257,5270,5321,5331,5397,5474,5791,6331,6542,7498,7911,0,0,0,0,7911
Dublin,Dublin Mid West,Joanna Tuffy,F,The Labour Party,LAB.,LAB.,0,Excluded,2146,2175,2252,2259,2311,2342,2355,2475,2515,0,0,0,0,0,0,0,0
Dublin,Dublin Mid West,John Curran,M,Fianna Fáil,F.F.,F.F.,1,Elected,6971,7054,7109,7114,7145,7180,7218,7274,7383,7685,8287,9497,0,0,0,0,9497
Dublin,Dublin Mid West,Lorraine Hennessy,F,Workers Party,Others,W.P.,0,Excluded,502,553,555,568,570,584,613,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Mid West,Patrick Akpoveta,M,Non-Party,Others,NON-P.,0,Excluded,288,307,311,318,343,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Mid West,Paul Nicholas Gogarty,M,Non-Party,Others,NON-P.,0,Excluded,2522,2593,2623,2646,2658,2700,2741,2863,3164,3505,0,0,0,0,0,0,0
Dublin,Dublin Mid West,Tom Kivlehan,M,Green Party,G.P.,G.P.,0,Excluded,388,405,410,413,417,430,443,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin North West,Andrew Keegan,M,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,1434,1603,1865,2067,2525,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin North West,Bernie Hughes,F,Non-Party,Others,NON-P.,0,Excluded,1120,1182,1346,1455,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin North West,Caroline Conroy,F,Green Party,G.P.,G.P.,0,Excluded,915,1030,1120,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin North West,Cathleen Carney Boud,F,Sinn Féin,S.F.,S.F.,0,Excluded,2437,2507,2572,2642,2783,3325,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin North West,Cormac McKay,M,Direct Democracy,Others,D.D.I.,0,Excluded,158,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin North West,Dessie Ellis,M,Sinn Féin,S.F.,S.F.,1,Elected,7571,7724,7847,7884,8358,8924,11638,9253,9253,0,0,0,0,0,0,0,9253
Dublin,Dublin North West,Jimmy Dignam,M,Workers Party,Others,W.P.,0,Excluded,692,763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin North West,John Lyons,M,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,2750,2956,3038,3339,3420,3739,3852,4281,0,0,0,0,0,0,0,0,0
Dublin,Dublin North West,Noel Rock,M,Fine Gael,F.G.,F.G.,1,Elected,4642,4841,4878,5072,5102,5247,5287,5431,7563,0,0,0,0,0,0,0,7563
Dublin,Dublin North West,Paul Mcauliffe,M,Fianna Fáil,F.F.,F.F.,0,Excluded,4750,4962,5018,5124,5207,5401,5514,5941,6907,0,0,0,0,0,0,0,0
Dublin,Dublin North West,Róisín Shortall,F,Social Democrats,Others,S.D.,1,Elected,10540,9253,9253,9253,9253,9253,9253,9253,9253,0,0,0,0,0,0,0,9253
Dublin,Dublin Rathdown,Alan Daveron,M,Renua Ireland,Others,R.I.,0,Excluded,1055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Rathdown,Alan Shatter,M,Fine Gael,F.G.,F.G.,0,Excluded,5905,5979,6195,6268,7745,8444,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Rathdown,Alex White,M,The Labour Party,LAB.,LAB.,0,Excluded,4048,4080,4258,4436,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Rathdown,Catherine Martin,F,Green Party,G.P.,G.P.,1,Elected,4122,4314,4812,6105,7255,9421,0,0,0,0,0,0,0,0,0,0,9421
Dublin,Dublin Rathdown,Josepha Madigan,F,Fine Gael,F.G.,F.G.,1,Elected,6668,6835,7180,7290,8579,9488,0,0,0,0,0,0,0,0,0,0,9488
Dublin,Dublin Rathdown,Mary White,F,Fianna Fáil,F.F.,F.F.,0,Excluded,4220,4325,4761,5165,5463,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Rathdown,Peter Mathews,M,Non-Party,Others,NON-P.,0,Excluded,2021,2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin Rathdown,Shane Ross,M,Non-Party,Others,NON-P.,1,Elected,10202,10411,10411,10411,10411,10411,0,0,0,0,0,0,0,0,0,0,10411
Dublin,Dublin Rathdown,Sorcha Nic Cormaic,F,Sinn Féin,S.F.,S.F.,0,Excluded,2858,2896,3076,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin South Central,Aengus Ó Snodaigh,M,Sinn Féin,S.F.,S.F.,1,Elected,6639,6690,6715,6734,6927,7061,9566,8572,8572,8572,8572,0,0,0,0,0,8572
Dublin,Dublin South Central,Bríd Smith,F,Anti-Austerity Alliance,Others,AAA-PBP,1,Elected,4374,4476,4527,4729,5193,5853,6208,6643,7410,7836,7879,0,0,0,0,0,7879
Dublin,Dublin South Central,Catherine Ardagh,F,Fianna Fáil,F.F.,F.F.,0,Excluded,5441,5508,5698,5817,6064,6439,6556,6617,7116,7841,7844,0,0,0,0,0,0
Dublin,Dublin South Central,Catherine Byrne,F,Fine Gael,F.G.,F.G.,1,Elected,6130,6154,6317,6516,6679,7037,7090,7111,9723,8572,8572,0,0,0,0,0,8572
Dublin,Dublin South Central,Eric Byrne,M,The Labour Party,LAB.,LAB.,0,Excluded,3297,3314,3372,3645,3822,4481,4531,4558,0,0,0,0,0,0,0,0,0
Dublin,Dublin South Central,Joan Collins,F,Independents 4 Change,Others,I.4.C,1,Elected,6195,6303,6374,6461,7034,7666,8168,8618,8618,8618,8572,0,0,0,0,0,8572
Dublin,Dublin South Central,Liam Coyne,M,Social Democrats,Others,S.D.,0,Excluded,2434,2486,2595,2998,3256,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin South Central,Máire Devine,F,Sinn Féin,S.F.,S.F.,0,Excluded,3332,3363,3389,3423,3531,3686,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin South Central,Michael Gargan,M,Renua Ireland,Others,R.I.,0,Excluded,893,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin South Central,Neville Bradley,M,Direct Democracy,Others,D.D.I.,0,Excluded,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin South Central,Oisín Ó Halmhain,M,Green Party,G.P.,G.P.,0,Excluded,1410,1431,1514,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin South Central,Paul Hand,M,Non-Party,Others,NON-P.,0,Excluded,2011,2100,2222,2358,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin South Central,Richard Murray,M,Non-Party,Others,NON-P.,0,Excluded,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin South West,Anne-Marie Dermody,F,Fine Gael,F.G.,F.G.,0,Excluded,6463,6467,6477,6496,6779,6889,6948,7087,7316,7337,7793,7835,7868,7911,9079,9503,0
Dublin,Dublin South West,Colm Brophy,M,Fine Gael,F.G.,F.G.,1,Elected,7195,7202,7213,7235,7576,7660,7758,8028,8193,8213,8655,8695,8724,8764,10126,10639,10639
Dublin,Dublin South West,Declan Burke,M,Non-Party,Others,NON-P.,0,Excluded,515,525,561,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin South West,Deirdre O'Donovan,F,Non-Party,Others,NON-P.,0,Excluded,2197,2220,2261,2308,2326,2411,2534,2571,0,0,0,0,0,0,0,0,0
Dublin,Dublin South West,Eamonn Maloney,M,Non-Party,Others,NON-P.,0,Excluded,1627,1628,1638,1671,1722,1748,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin South West,Francis Noel Duffy,M,Green Party,G.P.,G.P.,0,Excluded,1297,1303,1307,1332,1337,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin South West,Frank O'Gorman,M,Non-Party,Others,NON-P.,0,Excluded,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin South West,Joan Summerville-Molloy,F,Non-Party,Others,NON-P.,0,Excluded,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin South West,John Lahart,M,Fianna Fáil,F.F.,F.F.,1,Elected,9647,9655,9678,9725,9772,9892,10045,10160,10506,10565,11402,11402,11402,11212,11212,11212,11212
Dublin,Dublin South West,Karen Warren,F,Fine Gael,F.G.,F.G.,0,Excluded,1088,1090,1096,1105,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin South West,Katherine Zappone,F,Non-Party,Others,NON-P.,1,Elected,4463,4486,4515,4604,4660,4913,5131,5262,5731,5797,6129,6294,6724,6753,7542,9655,9655
Dublin,Dublin South West,Kieran Adam Quigley,M,Non-Party,Others,NON-P.,0,Excluded,317,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin South West,Mick Duff,M,The Labour Party,LAB.,LAB.,0,Excluded,1743,1743,1749,1776,1871,1947,2120,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin South West,Pamela Kearns,F,The Labour Party,LAB.,LAB.,0,Excluded,2635,2640,2646,2658,2700,2883,2936,3796,3902,3933,4099,4116,4163,4182,0,0,0
Dublin,Dublin South West,Paul Murphy,M,Anti-Austerity Alliance,Others,AAA-PBP,1,Elected,9005,9020,9047,9194,9247,9316,9626,9758,10054,10366,10678,13528,11212,11212,11212,11212,11212
Dublin,Dublin South West,Peter Fitzpatrick,M,Fine Gael,F.G.,F.G.,0,Excluded,2812,2829,2866,3064,3094,3210,3353,3433,3742,3799,4163,4332,4632,4677,4916,0,0
Dublin,Dublin South West,Ronan McMahon,M,Renua Ireland,Others,R.I.,0,Excluded,2906,2912,2952,3003,3026,3100,3208,3258,3518,3548,0,0,0,0,0,0,0
Dublin,Dublin South West,Sandra Fay,F,Anti-Austerity Alliance,Others,AAA-PBP,0,Excluded,3241,3244,3249,3312,3324,3374,3439,3492,3593,3725,3832,0,0,0,0,0,0
Dublin,Dublin South West,Sarah Holland,F,Sinn Féin,S.F.,S.F.,0,Excluded,2616,2621,2630,2667,2685,2721,2764,2792,2884,0,0,0,0,0,0,0,0
Dublin,Dublin South West,Seán Crowe,M,Sinn Féin,S.F.,S.F.,1,Elected,6974,6978,6983,7054,7070,7098,7230,7362,7413,9502,9642,9959,11068,11082,11245,11245,11245
Dublin,Dublin South West,Stephen Sinclair,M,Direct Democracy,Others,D.D.I.,0,Excluded,359,375,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin West,Catherine Noone,F,Fine Gael,F.G.,F.G.,0,Excluded,1074,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin West,David McGuinness,M,Non-Party,Others,NON-P.,0,Excluded,2991,3081,3112,3405,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin West,Dermot Casey,M,Non-Party,Others,NON-P.,0,Excluded,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin West,Jack Chambers,M,Fianna Fáil,F.F.,F.F.,1,Elected,6917,7148,7236,7330,8315,0,0,0,0,0,0,0,0,0,0,0,8315
Dublin,Dublin West,Jo O'Brien,F,Renua Ireland,Others,R.I.,0,Excluded,677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin West,Joan Burton,F,The Labour Party,LAB.,LAB.,1,Elected,6445,6508,6690,6769,8009,0,0,0,0,0,0,0,0,0,0,0,8009
Dublin,Dublin West,Leo Varadkar,M,Fine Gael,F.G.,F.G.,1,Elected,8247,8328,9021,9021,9021,0,0,0,0,0,0,0,0,0,0,0,9021
Dublin,Dublin West,Paul Donnelly,M,Sinn Féin,S.F.,S.F.,0,Excluded,6034,6073,6093,6188,7091,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin West,Roderic O'Gorman,M,Green Party,G.P.,G.P.,0,Excluded,1730,1839,1864,2098,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dublin West,Ruth Coppinger,F,Anti-Austerity Alliance,Others,AAA-PBP,1,Elected,6520,6626,6668,7011,8548,0,0,0,0,0,0,0,0,0,0,0,8548
Dublin,Dublin West,Tj Clare,M,Non-Party,Others,NON-P.,0,Excluded,1092,1191,1214,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dún Laoghaire,Carol Hunt,F,Non-Party,Others,NON-P.,0,Excluded,3152,3410,3610,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dún Laoghaire,Carrie Smyth,F,The Labour Party,LAB.,LAB.,0,Excluded,5192,5296,5385,5739,6895,7165,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dún Laoghaire,Cormac Devlin,M,Fianna Fáil,F.F.,F.F.,0,Excluded,4665,4877,5055,5265,5564,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dún Laoghaire,Frank Cronin,M,Renua Ireland,Others,R.I.,0,Excluded,1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dún Laoghaire,Maria Bailey,F,Fine Gael,F.G.,F.G.,1,Elected,10489,10882,10934,11270,11854,12422,15198,0,0,0,0,0,0,0,0,0,15198
Dublin,Dún Laoghaire,Mary Hanafin,F,Fianna Fáil,F.F.,F.F.,0,Excluded,6478,6709,6792,6986,7290,10221,10969,0,0,0,0,0,0,0,0,0,0
Dublin,Dún Laoghaire,Mary Mitchell O'Connor,F,Fine Gael,F.G.,F.G.,1,Elected,10817,11088,11130,11433,11967,12393,14941,0,0,0,0,0,0,0,0,0,14941
Dublin,Dún Laoghaire,Ossian Smyth,M,Green Party,G.P.,G.P.,0,Excluded,3478,3677,3833,4750,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dún Laoghaire,Raymond Whitehead,M,Direct Democracy,Others,D.D.I.,0,Excluded,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dublin,Dún Laoghaire,Richard Boyd Barrett,M,Anti-Austerity Alliance,Others,AAA-PBP,1,Elected,9775,10008,12215,13287,14761,15718,15718,0,0,0,0,0,0,0,0,0,15718
Dublin,Dún Laoghaire,Shane O'Brien,M,Sinn Féin,S.F.,S.F.,0,Excluded,3167,3209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Galway East,Aengus Melia,M,Direct Democracy,Others,D.D.I.,0,Excluded,489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Galway East,Anne Rabbitte,F,Fianna Fáil,F.F.,F.F.,1,Elected,6928,6995,7566,7966,8791,12255,12255,0,0,0,0,0,0,0,0,0,12255
Connacht,Galway East,Annemarie Roche,F,Sinn Féin,S.F.,S.F.,0,Excluded,2683,2966,3159,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Galway East,Ciarán Cannon,M,Fine Gael,F.G.,F.G.,1,Elected,7123,7220,7650,7812,9519,9920,10157,0,0,0,0,0,0,0,0,0,10157
Connacht,Galway East,Colm Keaveney,M,Fianna Fáil,F.F.,F.F.,0,Excluded,5436,5511,5823,6127,6700,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Galway East,Lorraine Higgins,F,The Labour Party,LAB.,LAB.,0,Excluded,4531,4792,5080,5470,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Galway East,Máiréad Ní Chróinín,F,Green Party,G.P.,G.P.,0,Excluded,769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Galway East,Michael Fahy,M,Non-Party,Others,NON-P.,0,Excluded,2358,2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Galway East,Paul Connaughton,M,Fine Gael,F.G.,F.G.,0,Excluded,6474,6536,6689,6812,7866,8361,8853,0,0,0,0,0,0,0,0,0,0
Connacht,Galway East,Seán Canney,M,Non-Party,Others,NON-P.,1,Elected,8447,8713,9072,10196,10969,12707,11310,0,0,0,0,0,0,0,0,0,11310
Connacht,Galway West,Catherine Martina Ann Connolly,F,Non-Party,Others,NON-P.,1,Elected,4877,4909,4982,5178,5325,5450,5818,6330,6461,7123,7138,8877,9842,10239,0,0,10239
Connacht,Galway West,Derek Nolan,M,The Labour Party,LAB.,LAB.,0,Excluded,3220,3233,3261,3300,3332,3380,3624,3737,3787,0,0,0,0,0,0,0,0
Connacht,Galway West,Dr. Fidelma Healy Eames,F,Non-Party,Others,NON-P.,0,Excluded,1394,1445,1594,1620,1657,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Galway West,Éamon Ó Cuív,M,Fianna Fáil,F.F.,F.F.,1,Elected,9539,9574,9679,9701,9763,10022,10079,10175,11103,11103,10712,10712,10712,10712,0,0,10712
Connacht,Galway West,Hildegarde Naughton,F,Fine Gael,F.G.,F.G.,1,Elected,4567,4582,4676,4691,4759,4964,5097,5175,5298,6083,6094,6626,7024,9129,0,0,9129
Connacht,Galway West,James Charity,M,Non-Party,Others,NON-P.,0,Excluded,1171,1188,1227,1267,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Galway West,John Connolly,M,Fianna Fáil,F.F.,F.F.,0,Excluded,3885,3901,3951,3973,4019,4160,4203,4351,4873,5059,5304,5614,0,0,0,0,0
Connacht,Galway West,John O Mahony,M,Fine Gael,F.G.,F.G.,0,Excluded,4734,4744,4788,4795,4859,4915,4965,4996,5222,5551,5591,5852,6122,0,0,0,0
Connacht,Galway West,Mary Hoade,F,Fianna Fáil,F.F.,F.F.,0,Excluded,2205,2213,2248,2254,2549,2636,2644,2673,0,0,0,0,0,0,0,0,0
Connacht,Galway West,Mike Cubbard,M,Non-Party,Others,NON-P.,0,Excluded,2122,2146,2166,2309,2390,2436,2533,0,0,0,0,0,0,0,0,0,0
Connacht,Galway West,Niall Ó Tuathail,M,Social Democrats,Others,S.D.,0,Excluded,3455,3488,3566,3734,3803,3850,4344,4674,4725,5269,5278,0,0,0,0,0,0
Connacht,Galway West,Nicola Daveron,F,Renua Ireland,Others,R.I.,0,Excluded,994,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connacht,Galway West,Noel Grealish,M,Non-Party,Others,NON-P.,1,Elected,7187,7208,7308,7359,7522,7945,8020,8461,8830,9136,9186,9711,11073,11073,0,0,11073
Connacht,Galway West,Patrick Feeney,M,Non-Party,Others,NON-P.,0,Excluded,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
